"FREQUENCY CHART
Reading Language Arts - Grade 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Introduction to Drama: Genre Characteristics,8C,S,Identify the distinguishing characteristics of drama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Make Inferences About Characters Using Text Evidence,5C,S,Make a prediction.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5F,R,Make an inference about a character based on text evidence.,,,,,,,,,,,x,,,,,x,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Make an inference about an idea or event based on text evidence.,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
,,,,Make an inference about the cause or reason why based on text evidence.,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
,,6C,R,Use text evidence to support an idea or inference.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Analyze How Playwrights Develop Characters Through Dialogue and Staging,7B,R,Analyze how the characters' actions or responses develop the plot.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8C,S,Analyze how the playwright develops characters through dialogue.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Analyze how the playwright develops characters through staging.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
4,Analyze Plot Elements and the Influence of Setting,7C,R,Determine how an event contributes to the plot.,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Explain how the play's conflict is resolved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
,,7D,S,Analyze how the setting influences the characters or plot. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Writing: Pronouns,10Dv,S,Edit for the correct use of pronouns.,,,,,,,,,,,,,,,,x,,,,,x,,,,,x,x,,,,x,,,,,x,,,,,x,,,,,x,,,,,x,x,x,,
6,Explain the Playwright's Purpose and Message,7A,S,Infer the theme the playwright conveys in the drama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Determine how a line supports the theme of the drama.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9A,R,Determine a message the playwright conveys in the drama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Explain why the playwright includes certain lines.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
7,Analyze How the Playwright's Use of Language Contributes to the Mood,9D,S,Explain how the playwright's use of language contributes to the drama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
,,9F,S,Explain how the playwright's use of dialogue contributes to the mood.,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Paraphrase and Summarize Drama,6D,R,Summarize the drama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,
9,Writing: Relative Pronouns,10Dv,S,Edit for the correct use of relative pronouns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"Close Reading: Read, Discuss, and Respond to Drama",Unit TEKS,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Writing Extended Responses to Texts: Planning and Drafting,6B,R,Write a response that demonstrates an understanding of the text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6C,R,Use text evidence to support an appropriate response.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6F,NT,Respond using newly acquired vocabulary as appropriate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6G,NT,Discuss and write about the explicit or implicit meanings of text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6H,NT,"Respond using appropriate vocabulary, tone, and voice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6I,NT,Reflect on and adjust responses as new evidence is presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10A,NT,Plan a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10B,R,Write a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11B,R,Compose an informational text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Writing: Revising to Improve Clarity, Editing, and Publishing",10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10C,R,Revise to improve clarity.,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,x,,,,,x,,,,,x,x,,,,x,,,,,x,,,,
,,,,Revise a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10D,S,Edit a draft using standard English conventions. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10E,NT,Publish writing for an appropriate audience. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11B,R,Compose an informational text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Grade Writing Passages: Use for Writing Questions from 2013-2021.,,,,,,,,,,,,,,,,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, R = Readiness Standard            S = Supporting Standard                NT = Not Tested                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White Cells = Reporting Category 1: Reading,,,,,,Gray Cells = Reporting Category 2: Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKING CONNECTIONS ACROSS GENRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day,Topic,TEKS,R/S/NT,Skill,2024,,,,,2023,,,,,2022,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
1,Make Connections Across Genres,5E,R,"Make connections to personal experiences, ideas in other texts, and society.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8A,S,Identify the distinguishing characteristics of fiction and literary nonfiction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8B,S,Identify the distinguishing characteristics of poetry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8C,S,Identify the distinguishing characteristics of drama.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8D,R,Identify the distinguishing characteristics of informational texts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8E,R,Identify the distinguishing characteristics of argumentative texts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8F,NT,Identify the distinguishing characteristics of multimodal and digital texts. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Make Connections Across Literary Genres: Key Ideas and Details,5E,R,Identify similarities between the key ideas and details in literary texts.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Identify differences between the key ideas and details in literary texts.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Make Connections Across Literary Genres: Literary Elements,5E,R,Identify similarities between the literary elements and devices in literary texts.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,,,,,,,,,,,,,,,,,x,x,,,
,,,,Identify differences between the literary elements and devices in literary texts.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,
4,Make Connections Across Non-Literary Genres: Key Ideas and Details,5E,R,Identify similarities between the key ideas and details in non-literary texts.,,,,,,,,,,,x,,,,,x,x,,,,,,,,,x,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,
,,,,Identify differences between the key ideas and details in non-literary texts.,,,,,,,,,,,x,,,,,x,x,,,,,,,,,x,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,
5,Make Connections Across Non-Literary Genres: Genre Elements,5E,R,Identify similarities between the controlling ideas and organization of non-literary texts. ,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Identify differences between the controlling ideas and organization of non-literary texts. ,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Make Connections Across Genres: Key Ideas and Details,5E,R,Identify similarities between literary and non-literary texts.,,,,,,x,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,x,x,x,,,,,,,,x,x,,,,,,,,
,,,,Identify differences between literary and non-literary texts.,,,,,,x,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,
7,Make Connections Across Genres: Author's Purpose and Message,5E,R,Identify similarities between each author's purpose and message.,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,
,,,,Identify differences between each author's purpose and message.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Writing: Prepositions,10Div,S,Edit for subject-verb agreement with prepositional phrases. ,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Close Reading: Read, Discuss, and Respond to Paired Texts",Unit TEKS,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Writing Extended Responses to Texts: Planning and Drafting,6B,R,Write a response that demonstrates an understanding of the text.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6C,R,Use text evidence to support an appropriate response.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6F,NT,Respond using newly acquired vocabulary as appropriate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6G,NT,Discuss and write about the explicit or implicit meanings of text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6H,NT,"Respond using appropriate vocabulary, tone, and voice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6I,NT,Reflect on and adjust responses as new evidence is presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10A,NT,Plan a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10B,R,Write a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11C,R,Compose an argumentative text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Writing Extended Responses to Texts: Composing Correspondence,6B,R,Write a response that demonstrates an understanding of the text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6C,R,Use text evidence to support an appropriate response.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6F,NT,Respond using newly acquired vocabulary as appropriate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6G,NT,Discuss and write about the explicit or implicit meanings of text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6H,NT,"Respond using appropriate vocabulary, tone, and voice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6I,NT,Reflect on and adjust responses as new evidence is presented.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10A,NT,Plan a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10B,R,Write a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11D,S,Compose a correspondence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Writing: Revising to Improve Sentences, Editing, and Publishing",10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10C,R,Revise to combine sentences. ,x,,,,,x,,,,,,,,,,x,,,,,x,,,,,x,,,,,,,,,,x,,,,,x,x,,,,x,x,,,,x,x,,,
,,,,Revise to improve a sentence's clarity and structure. ,x,x,x,,,x,x,,,,,,,,,x,x,x,,,x,x,x,,,x,x,x,x,,x,x,x,x,,x,x,x,,,x,x,x,,,x,x,x,,,x,x,,,
,,10D,S,Edit a draft using standard English conventions. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10E,NT,Publish writing for an appropriate audience. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11C,R,Compose an argumentative text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11D,S,Compose a correspondence. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Grade Writing Passages: Use for Writing Questions from 2013-2021.,,,,,,,,,,,,,,,,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, R = Readiness Standard            S = Supporting Standard                NT = Not Tested                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White Cells = Reporting Category 1: Reading,,,,,,Gray Cells = Reporting Category 2: Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INQUIRY & RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day,Topic,TEKS,R/S/NT,Skill,2024,,,,,2023,,,,,2022,,,,,2021,,,,,2019,,,,,2018,,,,,2017,,,,,2016,,,,,2015,,,,,2014,,,,,2013,,,,
1,Select a Topic and Generate Research Questions,12A,NT,Generate questions for inquiry. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Refine Research Question and Develop a Plan,12B,NT,Develop and revise a plan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12C,NT,Refine the major research question.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Identify and Gather Information from Credible and Reliable Sources,12D,NT,Identify and gather information from a variety of sources. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12Hi,NT,"Examine sources for reliability, credibility, and bias.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Identify and Gather Information from Primary and Secondary Sources,12D,NT,Identify and gather information from a variety of sources. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12E,NT,Differentiate between primary and secondary sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Examine Sources for Faulty Reasoning and Bias,12D,NT,Identify and gather information from a variety of sources. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12Hii,NT,"Examine sources for faulty reasoning (hyperbole, emotional appeals, and stereotype).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Synthesize and Organize Information,10A,NT,Plan a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10Bi,R,Organize a draft with purposeful structure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12F,NT,Synthesize information from a variety of sources. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Drafting: Use Evidence from Sources and Avoid Plagiarism ,10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11B,R,Compose an informational text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11C,R,Compose an argumentative text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12G,NT,Differentiate between paraphrasing and plagiarism. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Drafting: Use In-Text Citations,10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11B,R,Compose an informational text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11C,R,Compose an argumentative text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12I,NT,Use academic citations. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Drafting: Create a Works Cited Page,10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11B,R,Compose an informational text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11C,R,Compose an argumentative text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12I,NT,Use academic citations. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"Revise, Edit, and Publish",10B,R,Develop a draft into a structured piece of writing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10C,R,Revise a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10D,S,Edit a draft using standard English conventions. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10E,NT,Publish writing for appropriate audiences. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11B,R,Compose an informational text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11C,R,Compose an argumentative text. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12J,NT,Use an appropriate mode of delivery to present results. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Plan and Create a Multimodal Presentation,10A,NT,Plan a first draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10B,R,Develop a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12J,NT,Use an appropriate mode of delivery to present results. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Revise, Edit, and Present",1C,NT,"Give an organized presentation, and communicate ideas effectively.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10B,R,Develop a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10C,R,Revise a draft. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10D,S,Edit a draft using standard English conventions. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10E,NT,Publish for appropriate audiences. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12J,NT,Use an appropriate mode of delivery to present results. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, R = Readiness Standard            S = Supporting Standard                NT = Not Tested                         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,White Cells = Reporting Category 1: Reading,,,,,,Gray Cells = Reporting Category 2: Writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All rights reserved © 2020-2024 Lowman Education LLC
Lowman Education is not sponsored by or associated or affiliated with the Texas Education Agency, which has not endorsed the products or services of Lowman Education LLC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
