period,group,TEK,Skill,Times_tested,Total_weighted_freq,Group_avg_score,Priority,Student_id
5,3,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.3333333333333333,3,30011395.0
5,3,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.3333333333333333,3,30011713.0
5,3,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.3333333333333333,3,30011641.0
5,3,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.3333333333333333,3,30011304.0
5,3,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.0,4,30011395.0
5,3,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.0,4,30011713.0
5,3,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.0,4,30011641.0
5,3,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.0,4,30011304.0
5,3,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.16666666666666666,5,30011395.0
5,3,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.16666666666666666,5,30011713.0
5,3,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.16666666666666666,5,30011641.0
5,3,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.16666666666666666,5,30011304.0
5,3,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30011395.0
5,3,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30011713.0
5,3,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30011641.0
5,3,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30011304.0
5,3,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30011395.0
5,3,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30011713.0
5,3,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30011641.0
5,3,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.0,7,30011304.0
5,3,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,1.0,8,30011395.0
5,3,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,1.0,8,30011713.0
5,3,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,1.0,8,30011641.0
5,3,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,1.0,8,30011304.0
5,3,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,9,30011395.0
5,3,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,9,30011713.0
5,3,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,9,30011641.0
5,3,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,9,30011304.0
5,3,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,10,30011395.0
5,3,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,10,30011713.0
5,3,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,10,30011641.0
5,3,6.9(D) [S],Explain how the author's use of figurative language contributes to the story. ,6,0.3023255813953488,0.0,10,30011304.0
5,3,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.6666666666666666,11,30011395.0
5,3,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.6666666666666666,11,30011713.0
5,3,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.6666666666666666,11,30011641.0
5,3,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.6666666666666666,11,30011304.0
5,3,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,12,30011395.0
5,3,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,12,30011713.0
5,3,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,12,30011641.0
5,3,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,12,30011304.0
5,3,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,1.0,13,30011395.0
5,3,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,1.0,13,30011713.0
5,3,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,1.0,13,30011641.0
5,3,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,1.0,13,30011304.0
5,3,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.5,14,30011395.0
5,3,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.5,14,30011713.0
5,3,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.5,14,30011641.0
5,3,6.10(D) [S],Edit a draft using standard English conventions. ,6,0.29874776386404295,0.5,14,30011304.0
5,3,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6666666666666666,15,30011395.0
5,3,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6666666666666666,15,30011713.0
5,3,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6666666666666666,15,30011641.0
5,3,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.6666666666666666,15,30011304.0
5,3,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.0,16,30011395.0
5,3,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.0,16,30011713.0
5,3,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.0,16,30011641.0
5,3,6.8(B) [S],Identify the distinguishing characteristics of poetry.,0,0.0,0.0,16,30011304.0
5,3,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,1.0,17,30011395.0
5,3,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,1.0,17,30011713.0
5,3,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,1.0,17,30011641.0
5,3,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,1.0,17,30011304.0
5,3,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.41500000000000004,18,30011395.0
5,3,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.41500000000000004,18,30011713.0
5,3,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.41500000000000004,18,30011641.0
5,3,6.9(A) [R],Determine a message the author conveys in the story. ,3,0.17889087656529518,0.41500000000000004,18,30011304.0
5,3,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.3333333333333333,19,30011395.0
5,3,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.3333333333333333,19,30011713.0
5,3,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.3333333333333333,19,30011641.0
5,3,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.3333333333333333,19,30011304.0
5,3,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,20,30011395.0
5,3,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,20,30011713.0
5,3,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,20,30011641.0
5,3,6.7(A) [S],Infer the theme of the story. ,2,0.11806797853309481,0.3333333333333333,20,30011304.0
5,3,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.5,21,30011395.0
5,3,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.5,21,30011713.0
5,3,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.5,21,30011641.0
5,3,6.8(D.iii) [S],Describe the organizational pattern used in the selection. ,3,0.17173524150268335,0.5,21,30011304.0
5,3,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.3333333333333333,22,30011395.0
5,3,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.3333333333333333,22,30011713.0
5,3,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.3333333333333333,22,30011641.0
5,3,6.8(A) [S],Identify the distinguishing characteristics of fictional texts.,1,0.06797853309481217,0.3333333333333333,22,30011304.0
5,3,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.5,23,30011395.0
5,3,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.5,23,30011713.0
5,3,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.5,23,30011641.0
5,3,6.8(D.ii) [S],Determine what the introduction helps the reader understand. ,2,0.13953488372093023,0.5,23,30011304.0
5,3,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.6666666666666666,24,30011395.0
5,3,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.6666666666666666,24,30011713.0
5,3,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.6666666666666666,24,30011641.0
5,3,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.6666666666666666,24,30011304.0
5,3,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.6666666666666666,25,30011395.0
5,3,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.6666666666666666,25,30011713.0
5,3,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.6666666666666666,25,30011641.0
5,3,6.9(C) [S],Explain why the author includes a map in the selection. ,3,0.18604651162790697,0.6666666666666666,25,30011304.0
5,3,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,26,30011395.0
5,3,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,26,30011713.0
5,3,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,26,30011641.0
5,3,6.8(E.ii) [R],Determine how the author supports the argument.,2,0.09302325581395349,0.5,26,30011304.0
5,3,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.3333333333333333,27,30011395.0
5,3,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.3333333333333333,27,30011713.0
5,3,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.3333333333333333,27,30011641.0
5,3,6.10(D.i) [R],Edit for complete sentences.,0,0.0,0.3333333333333333,27,30011304.0
5,3,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.3333333333333333,28,30011395.0
5,3,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.3333333333333333,28,30011713.0
5,3,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.3333333333333333,28,30011641.0
5,3,6.9(G) [S],Explain why the author uses rhetorical devices in the selection.,0,0.0,0.3333333333333333,28,30011304.0
5,3,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.5,29,30011395.0
5,3,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.5,29,30011713.0
5,3,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.5,29,30011641.0
5,3,6.9(F) [S],Determine which sentence conveys a certain mood. ,1,0.07155635062611806,0.5,29,30011304.0
5,3,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.44333333333333336,30,30011395.0
5,3,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.44333333333333336,30,30011713.0
5,3,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.44333333333333336,30,30011641.0
5,3,6.8(E.iii) [S],Identify the intended audience or reader.,0,0.0,0.44333333333333336,30,30011304.0
5,3,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,31,30011395.0
5,3,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,31,30011713.0
5,3,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,31,30011641.0
5,3,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,1.0,31,30011304.0
5,3,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30011395.0
5,3,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30011713.0
5,3,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30011641.0
5,3,6.10(C) [R],Revise a draft. ,0,0.0,0.5,32,30011304.0
5,3,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.5,33,30011395.0
5,3,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.5,33,30011713.0
5,3,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.5,33,30011641.0
5,3,6.8(E.i) [R],Identify the author's claim.,0,0.0,0.5,33,30011304.0
5,3,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.6666666666666666,34,30011395.0
5,3,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.6666666666666666,34,30011713.0
5,3,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.6666666666666666,34,30011641.0
5,3,6.11(C) [R],Compose an argumentative text. ,0,0.0,0.6666666666666666,34,30011304.0
5,3,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,35,30011395.0
5,3,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,35,30011713.0
5,3,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,35,30011641.0
5,3,6.7(D) [S],Analyze how the setting influences the characters and plot. ,0,0.0,1.0,35,30011304.0
5,3,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30011395.0
5,3,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30011713.0
5,3,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30011641.0
5,3,6.8(C) [S],Identify the distinguishing characteristics of drama.,0,0.0,1.0,36,30011304.0
5,4,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.2,1,30011510.0
5,4,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.2,1,30012130.0
5,4,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.2,1,30012195.0
5,4,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.2,1,30012966.0
5,4,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.2,1,30011431.0
5,4,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.2,1,30011671.0
5,4,6.6(C) [R],Use text evidence to support an idea or inference.,27,0.9660107334525939,0.2,1,30013180.0
5,4,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.0,2,30011510.0
5,4,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.0,2,30012130.0
5,4,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.0,2,30012195.0
5,4,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.0,2,30012966.0
5,4,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.0,2,30011431.0
5,4,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.0,2,30011671.0
5,4,6.5(F) [R],"Make an inference about a character, narrator, or speaker based on text evidence.",25,0.8443649373881932,0.0,2,30013180.0
5,4,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,0.4,3,30011510.0
5,4,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,0.4,3,30012130.0
5,4,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,0.4,3,30012195.0
5,4,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,0.4,3,30012966.0
5,4,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,0.4,3,30011431.0
5,4,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,0.4,3,30011671.0
5,4,6.10(D.ix) [R],"Edit for correct spelling, including commonly confused terms.",33,1.0,0.4,3,30013180.0
5,4,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.5,4,30011510.0
5,4,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.5,4,30012130.0
5,4,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.5,4,30012195.0
5,4,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.5,4,30012966.0
5,4,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.5,4,30011431.0
5,4,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.5,4,30011671.0
5,4,6.5(E) [R],Determine the similarities between texts.,26,0.9212880143112702,0.5,4,30013180.0
5,4,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,5,30011510.0
5,4,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,5,30012130.0
5,4,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,5,30012195.0
5,4,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,5,30012966.0
5,4,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,5,30011431.0
5,4,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,5,30011671.0
5,4,6.5(H) [R],Draw a conclusion based on ideas presented throughout the text.,16,0.6869409660107334,0.2,5,30013180.0
5,4,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30011510.0
5,4,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30012130.0
5,4,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30012195.0
5,4,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30012966.0
5,4,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30011431.0
5,4,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30011671.0
5,4,6.10(B.ii) [R],Revise to add supporting details. ,14,0.5867620751341681,0.0,6,30013180.0
5,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2,7,30011510.0
5,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2,7,30012130.0
5,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2,7,30012195.0
5,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2,7,30012966.0
5,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2,7,30011431.0
5,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2,7,30011671.0
5,4,6.5(G) [R],Determine a key idea in the text.,11,0.4919499105545617,0.2,7,30013180.0
5,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.14285714285714285,8,30011510.0
5,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.14285714285714285,8,30012130.0
5,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.14285714285714285,8,30012195.0
5,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.14285714285714285,8,30012966.0
5,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.14285714285714285,8,30011431.0
5,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.14285714285714285,8,30011671.0
5,4,6.7(C) [R],Determine how the events in the paragraph(s) contribute to the plot.,9,0.4490161001788909,0.14285714285714285,8,30013180.0
5,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.4,9,30011510.0
5,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.4,9,30012130.0
5,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.4,9,30012195.0
5,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.4,9,30012966.0
5,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.4,9,30011431.0
5,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.4,9,30011671.0
5,4,6.6(D) [R],Summarize the story.,9,0.5116279069767442,0.4,9,30013180.0
5,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30011510.0
5,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30012130.0
5,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30012195.0
5,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30012966.0
5,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30011431.0
5,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30011671.0
5,4,6.9(E) [S],Explain what the reader understands because of the author's use of point of view. ,6,0.3112701252236136,0.0,10,30013180.0
5,4,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.6666666666666666,11,30011510.0
5,4,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.6666666666666666,11,30012130.0
5,4,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.6666666666666666,11,30012195.0
5,4,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.6666666666666666,11,30012966.0
5,4,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.6666666666666666,11,30011431.0
5,4,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.6666666666666666,11,30011671.0
5,4,6.2(A) [S],Use a dictionary entry to determine a word's meaning in context.,14,0.629695885509839,0.6666666666666666,11,30013180.0
5,4,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,0.6666666666666666,12,30011510.0
5,4,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,0.6666666666666666,12,30012130.0
5,4,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,0.6666666666666666,12,30012195.0
5,4,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,0.6666666666666666,12,30012966.0
5,4,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,0.6666666666666666,12,30011431.0
5,4,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,0.6666666666666666,12,30011671.0
5,4,6.10(D.vii) [S],Edit for correct capitalization.,15,0.5957066189624329,0.6666666666666666,12,30013180.0
5,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,13,30011510.0
5,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,13,30012130.0
5,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,13,30012195.0
5,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,13,30012966.0
5,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,13,30011431.0
5,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,13,30011671.0
5,4,6.2(B) [R],Use the context to determine a word's meaning.,18,0.6565295169946332,1.0,13,30013180.0
5,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.25,14,30011510.0
5,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.25,14,30012130.0
5,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.25,14,30012195.0
5,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.25,14,30012966.0
5,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.25,14,30011431.0
5,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.25,14,30011671.0
5,4,6.7(B) [R],Analyze how the characters' actions or responses develop the plot.,5,0.27549194991055453,0.25,14,30013180.0
5,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.4,15,30011510.0
5,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.4,15,30012130.0
5,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.4,15,30012195.0
5,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.4,15,30012966.0
5,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.4,15,30011431.0
5,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.4,15,30011671.0
5,4,6.10(B.i) [R],Determine the best place to insert a sentence. ,7,0.3363148479427549,0.4,15,30013180.0
5,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2,16,30011510.0
5,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2,16,30012130.0
5,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2,16,30012195.0
5,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2,16,30012966.0
5,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2,16,30011431.0
5,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2,16,30011671.0
5,4,6.10(D.viii) [S],Edit for correct use of commas in complex sentences. ,4,0.2003577817531306,0.2,16,30013180.0
5,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.1,17,30011510.0
5,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.1,17,30012130.0
5,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.1,17,30012195.0
5,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.1,17,30012966.0
5,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.1,17,30011431.0
5,4,6.9(B) [S],Explain why the author uses a problem-and-solution organizational structure. ,2,0.1252236135957066,0.1,17,30011671.0
